movie_id,similar_movie_1,similar_movie_2,similar_movie_3,similar_movie_4,similar_movie_5,similar_movie_6,similar_movie_7,similar_movie_8,similar_movie_9,similar_movie_10
6911,2141,3870,4024,1959,4527,62293,7366,4308,4912,3094
6952,2187,2511,113,7982,97921,4874,1336,6187,81788,5282
6872,42946,151777,3374,94959,5165,4876,98122,58332,26504,155812
6874,7587,27865,45062,2183,152091,91273,6723,8207,166203,111384
6932,2757,4042,4482,160730,6750,92259,321,73290,99750,8809
6936,2399,73854,49013,131098,91414,317,107449,277,117922,82242
6938,27882,95218,114126,44511,3653,6598,8391,74791,86290,27762
6939,167790,123,3307,118814,942,7728,3516,1428,147002,4263
6944,5,26965,27644,2743,805,765,58492,71899,7169,2590
6945,4371,61628,3410,51167,1117,79242,6436,3350,93134,1545
6946,86286,36529,2860,97785,110826,2790,47894,1999,2355,134849
6947,7181,34405,3406,2691,2537,1184,2259,3190,2034,2307
6949,8911,5081,3557,25827,120799,703,6868,31696,1186,134158
6950,62553,60397,3106,3497,164375,115170,3900,109569,96917,3410
6951,151769,5480,3724,1571,27731,65882,144734,5961,6436,4223
6957,91414,7041,317,514,49013,73854,6936,142422,40959,2953
6920,45503,87785,2402,100306,34811,6515,1783,8491,3364,4298
6927,84512,100527,6169,60365,2331,95843,27434,3030,77421,4393
6967,4517,3102,5136,4802,2149,7167,27776,7254,1939,2997
6969,48304,93134,143355,136016,26985,3186,718,2935,4926,3641
6971,80,25940,1689,1051,1731,136778,667,4517,5617,4889
6973,7078,3675,1841,3370,27434,6993,129354,91104,8588,2931
6975,61628,130576,6386,6436,6020,3787,5575,5818,30890,48560
6978,715,8609,8611,1441,92760,8575,4928,30848,4436,59915
6981,2360,86898,61628,5575,93721,71438,130576,8650,3787,4189
6982,47721,89047,1927,1116,1547,26052,35015,4077,4229,2797
6984,42638,26498,56908,5064,85354,2431,133879,3641,4828,5011
6986,1287,839,117545,3410,2546,5415,117444,62344,3578,56607
6959,6527,80846,103685,88932,4899,1873,2013,6860,4785,5026
6963,363,86290,1703,96832,3497,8362,65230,6415,80572,48741
6966,128736,102165,126577,56908,8362,4915,3148,7012,89118,7061
6974,1746,6971,3102,127052,4517,667,7254,8919,2991,4389
6993,3528,412,118814,167790,942,618,7728,4263,44929,8465
6996,166461,91386,2392,1275,7236,94777,107723,74791,95167,1631
6999,114762,40491,1457,278,4877,4055,80864,111375,52973,27769
7001,3790,111364,4946,903,48262,7107,112623,5544,4925,6123
7004,158254,95761,886,145951,3350,26947,7924,694,27904,91842
7007,5442,6559,118530,49793,4229,53466,4065,3599,96917,695
7009,2590,106062,133802,6342,132660,80124,71899,26965,90353,476
7010,5929,1244,26871,7745,122884,30890,27434,5818,3392,4828
7012,8362,8965,68954,5945,6788,114678,6734,126577,1682,77421
7015,4885,118814,167790,8809,6436,1767,144222,942,60397,4313
7016,52724,77421,284,61628,8836,96829,86898,54372,1305,3787
6989,5959,7107,43912,7007,5438,420,32632,3635,4497,64285
6992,474,45062,7040,881,103339,27821,101362,2815,8869,440
6994,88515,4610,3272,61697,6812,3557,5563,2702,639,2540
7023,61350,1057,78116,412,6324,3587,7450,91628,139747,639
7026,55241,49910,6153,706,6890,193571,49961,134847,1268,93790
7027,2583,3671,104218,5665,391,27480,4476,5272,2546,4305
7028,3362,1473,4879,1432,31445,47254,8117,8912,867,5912
7030,3983,174727,63768,1012,5538,88,77191,4255,55272,337
7031,459,2472,3769,31101,1432,56941,1220,34811,1473,26965
7033,639,6324,91628,7450,4489,160836,5347,32294,7023,6732
7034,25827,8911,848,282,7312,134158,95307,31700,5896,8463
7036,8402,8376,3263,126577,45732,162600,55112,132454,414,4489
7037,3112,60397,3410,96917,5415,8833,109569,8057,106785,44694
7041,514,6957,2953,6572,142422,8607,189,91414,27584,5912
7044,8518,27408,100326,1627,108078,7125,3331,6344,4489,2472
7045,2327,4229,631,885,161032,103042,2804,89047,6153,2161
7047,7023,3272,5847,4482,538,3587,52831,43908,59018,6055
7019,1527,123310,160440,140289,3649,3436,1274,4771,84187,4517
7020,1836,27866,35836,5051,3436,412,8042,118814,5929,1307
7054,261,4921,68886,8952,6422,94867,117444,2738,949,2503
7055,7023,108078,91628,139747,173205,4489,5802,438,829,1057
7057,43,176413,7117,68835,7728,159779,1428,4821,3436,3516
7059,117887,8609,96917,4035,8057,3410,1175,60397,1514,47978
7060,4189,2022,6609,7318,60803,167772,109897,6981,27595,47999
7061,2331,56908,64993,128736,96829,58078,112512,8362,58047,47970
7062,8362,1276,2503,69712,70728,140174,68954,62511,7012,4644
7067,8588,492,8959,3098,1244,4117,6509,8293,96121,71379
7069,58306,43,136564,141810,7766,5590,53121,141544,58154,1881
7070,179,6422,1012,2259,2896,4962,84950,63853,3117,8533
7050,47978,3790,903,111364,4925,1585,7044,103980,5364,4946
7051,4357,71902,289,1958,106696,5485,52694,5389,6789,27266
7053,5076,1186,2740,5081,2607,4710,6267,5573,81788,6994
7076,4946,3247,3790,4115,255,3104,111364,136850,64231,7344
7078,26116,1104,6973,4323,27434,91104,2931,3190,2363,87430
7083,8024,3987,3409,4835,40819,2757,2906,45028,731,49793
7084,36276,6254,4325,2961,70159,52644,7839,5105,6320,90353
7086,8609,2125,914,715,62344,7615,59667,109853,30848,58783
7087,3072,83910,1293,136859,60,6696,82202,60293,3753,160422
7089,3765,6319,48560,337,1051,6650,1547,92637,8609,391
7091,4221,8376,1453,3554,3286,6315,7773,2060,3173,8937
7093,2651,86293,5628,128197,7352,685,3786,6687,85736,141810
7096,35836,51174,78499,1,6708,3114,3174,453,5291,5684
7101,84392,4676,115111,6873,3619,1483,3223,4085,5548,2155
7102,942,3272,43912,151501,695,6885,3557,3268,5442,4497
7104,4939,3066,4310,4594,8461,53921,4802,4572,7156,5720
7107,3790,1428,7728,111364,3516,903,142488,6989,33779,132
7073,8596,6663,43836,7832,103502,66798,6143,1125,5959,2185
7074,1425,5581,6249,69904,71970,1257,95309,58291,91671,3063
7079,783,25746,3990,93134,2885,45880,43,59026,7251,524
7118,27905,3745,103042,1253,101025,31522,2202,143355,5856,1175
7121,6750,412,44694,1057,27899,103245,5951,58964,715,726
7122,4014,25827,4994,1265,118290,2439,6339,848,8911,4326
7123,2743,6515,2406,3350,867,52241,2405,60293,7340,4482
7124,116,4034,1876,164917,90719,167064,7560,49286,4262,50851
7125,8838,27866,8911,72919,3433,99030,136778,4307,3870,104374
7127,132488,165529,55245,54281,6893,136778,26313,3252,31427,1961
7134,22,481,6809,8236,3445,6290,2227,3238,88515,2178
7139,26704,33310,336,6650,27790,55167,990,3686,5575,60522
7141,544,8,86290,612,6415,6650,1948,93320,178129,80572
7142,34271,5664,55768,6347,7259,7316,6348,6948,1883,43708
7109,235,27674,4083,99750,60303,160422,73290,32743,7243,3100
7116,640,3073,32799,143859,1246,4077,2969,8601,171759,105835
7151,106889,1959,27266,27537,112290,3569,8481,143245,40966,1163
7154,842,85367,1247,4443,52283,25825,3167,49910,3908,7026
7155,120761,998,92243,6427,5706,5450,27803,6945,8531,8748
7163,4226,7293,478,133867,33679,388,248,88593,1297,54372
7164,2087,74089,3489,5109,130450,8970,6107,5131,110553,5296
7167,69134,959,5272,867,4802,95309,56251,2594,3673,6323
7169,8869,2590,132660,26965,80124,90353,71899,106062,8025,6750
7171,481,8236,4610,22,88515,1891,160341,7160,47,1856
7173,8362,82767,68954,55259,2570,7012,4031,159441,52241,3391
7176,4622,88812,7843,2292,63179,8604,59037,3198,106696,3987
7147,77421,3350,8533,61628,60904,6436,3987,3837,3325,26726
7161,1116,52867,1051,867,1341,187,108078,5309,1117,97188
7150,476,5333,94503,3502,1034,107141,1282,5525,2226,3809
7162,6422,48304,117444,6186,180031,4921,136859,7054,26236,1676
7190,85438,613,6983,167790,6201,2314,7728,3516,1428,3436
7192,55241,49910,4616,6890,1268,193571,95949,93790,49961,706
7193,3680,2672,92674,6554,46347,4663,4757,158238,3478,116799
7202,3013,5531,73344,2472,4611,3018,1276,93563,105653,2329
7206,3587,3350,7209,8362,59018,78116,7366,484,130087,6881
7208,92,8521,2683,5041,2136,1340,3052,94325,64116,2451
7211,92,91323,146024,134861,1340,1089,3733,132422,2991,139415
7215,7832,8684,52668,5011,133879,870,52319,2670,86922,8197
7217,457,2187,2511,60753,84601,77421,3178,82744,2353,504
7219,7125,2424,2330,3819,2236,2151,5710,91337,50842,155774
7222,2918,129937,161922,55241,4732,3063,44889,1257,98230,95949
7225,1089,7579,59725,73858,298,95519,146024,85438,1731,52694
7179,25856,8609,103980,7082,3587,1175,118814,391,3528,116985
7181,118814,45442,412,2691,2202,159193,942,167790,4263,2537
7216,3765,867,26567,7319,3669,27592,26676,359,2053,85565
7243,412,715,8609,92760,4928,6810,8575,30848,4436,58964
7247,4524,1834,56176,3089,7049,1483,1487,170897,71252,867
7248,6422,165639,2096,6186,4962,5550,3365,141890,48649,140928
7255,95307,134158,1290,31700,25827,8463,25905,1244,5896,1014
7256,160422,99750,73290,1654,121,44197,81562,3250,577,176751
7257,146730,25773,4522,8042,5007,6572,91077,1604,5856,4880
7259,34271,5664,6347,43708,6948,1883,3865,69720,7282,74916
7260,6342,2590,133802,60,106062,71899,132660,134248,165551,80124
7262,80124,544,2590,78574,5818,2546,108078,61628,765,132660
7263,6559,3360,27685,2082,2335,424,121171,49793,34129,164707
7265,67923,2259,2927,7346,7541,103772,4495,3649,7020,1328
7266,64116,3926,680,5504,2648,26554,99853,55272,184987,1340
7282,34271,5664,7259,6347,6948,43708,80572,1883,69720,31658
7285,2546,5213,71899,2590,4828,765,114265,132660,49961,1235
7323,6567,6579,1707,74683,3770,667,4334,5607,6493,7149
7234,715,8611,30848,4436,3306,8609,928,59915,1441,6596
7236,2590,106062,73488,132660,6342,71899,80124,26965,31973,5690
7304,6415,86290,147300,363,78746,3569,5490,25757,3908,1282
7305,22,481,8236,36527,3872,135937,6809,146688,7362,1661
7306,100,6159,7846,8911,8838,149380,8809,7845,1209,51937
7308,25962,2748,53138,4800,100714,6899,8638,97328,105844,1291
7310,4326,88235,3810,60760,25827,3888,3671,848,799,6159
7312,25827,8911,848,5449,2917,134158,61986,95307,31700,8463
7319,481,8236,22,88515,3445,1991,3849,3238,3863,7362
7320,33201,1537,2018,7049,146244,3072,3516,6266,190213,6596
7321,3764,111364,2956,4946,5544,3102,4925,3790,97742,903
7293,142509,3516,39427,5102,2159,5874,1939,4342,4226,7728
7301,2172,193571,47491,668,55241,48150,138610,7773,119068,193573
7299,118834,60397,428,5856,337,56145,93134,26965,160644,3453
7307,4198,8835,2784,2162,7336,4985,82641,6554,520,7390
7335,7450,639,32294,6367,59018,111817,78116,3606,7932,5347
7340,167790,161922,55241,98230,2172,69685,2918,95949,6153,63479
7344,1352,157407,8605,4086,88515,62792,103655,4056,4602,48516
7345,4489,5481,91628,27899,3400,3857,4936,160836,6480,8361
7346,2125,7541,167790,2259,6342,26303,134248,2590,8840,7169
7348,55253,2179,4677,5212,93563,132362,2668,229,1188,4463
7352,111913,3548,635,5706,58964,4527,1961,1235,8609,2104
7354,43,7107,58078,6750,1547,3436,7728,8015,1428,3596
7357,5929,6750,2629,167790,2174,96917,2312,5896,8840,4229
7362,481,8236,146688,88515,5506,22,6809,1991,3445,1661
7364,25827,8911,848,4235,5136,31700,134158,55282,7312,95307
7366,1807,8362,89028,6750,4489,96917,5929,108078,4080,2331
7327,1836,3462,6568,4741,715,6643,63131,90405,99,4765
7333,3683,282,4014,2586,2629,118354,25827,8911,3671,1086
7376,91622,115170,40412,7294,75,5447,58876,94810,6752,1382
7382,2590,132660,106062,4205,71899,3808,5614,6342,5896,26965
7387,7360,180,110501,74750,2614,44301,5165,33834,26700,49793
7390,6554,61255,6306,141866,2348,190,4589,3679,1093,49396
7395,7316,1959,116797,48326,140928,159976,1922,6324,7046,283
7396,3426,2007,71147,2586,40614,17,2906,33564,105211,2712
7414,7041,1473,6339,142550,3836,4583,107951,58295,88812,5241
7419,98491,6710,194,5075,7125,142222,6810,4862,4307,139857
7438,2921,80219,1972,56367,78,175485,5244,4441,3840,142961
7371,39869,104944,4720,195,25827,5893,2828,5365,3671,160573
7373,31522,4916,27816,118702,41571,88140,143355,4117,8533,36535
7372,131578,6689,4168,172215,6650,7175,88672,31878,52952,5991
7379,1008,97866,8195,152085,4524,45499,5267,4962,277,3393
7381,129937,90890,5353,99114,2429,259,93242,478,43904,5621
7450,6367,3606,32294,639,7932,111817,59018,175,129657,5347
7451,144716,7340,3243,6720,5363,4732,77191,2172,8366,46772
7457,31909,53993,1541,117511,5553,56715,5849,49314,1051,3641
7458,165139,4499,61123,79879,6013,60937,2195,4522,32009,6300
7459,116797,2632,51357,93193,45361,108945,6101,6515,51540,48326
7460,1652,4628,363,5297,3760,103819,100083,6271,86290,78746
7477,60760,51540,8831,5630,146688,106916,93193,1661,4210,45062
7481,143355,1253,1184,2698,103228,122916,135532,3745,6541,72378
7486,2582,59947,1829,36850,79553,861,3414,4200,6686,123
7487,3604,3357,5957,236,1829,6122,174055,151557,4066,117533
7493,3752,132800,4814,3474,282,92760,50806,412,147380,58964
7541,118814,7346,2259,167790,4229,132454,5929,7255,1244,8840
7560,1459,440,105585,26078,91630,99636,30846,49286,1876,5288
7564,5244,7143,7109,8533,56908,391,27741,3328,4083,99750
7445,2590,71899,4810,5896,37857,132660,3244,106062,5802,765
7449,2314,1341,906,127096,567,2428,7812,113350,61628,116817
7581,6271,2262,3006,6186,6436,55250,3046,31162,39444,3476
7587,99750,6874,640,3328,97742,52241,88515,7362,7344,4610
7614,26359,4174,412,134095,1339,2207,48032,118814,4308,45382
7615,6750,26308,49,59915,1441,715,6596,92760,8611,8609
7620,159193,8727,2796,74868,6415,363,1959,5011,4482,147142
7624,5226,6315,4871,109416,6887,26726,7773,391,55241,47644
7636,3946,7181,2762,5707,4180,96964,144714,3410,8959,71579
7647,27644,32160,31000,7326,68600,112183,5530,176,8196,7443
7657,4785,127319,5553,507,8371,94325,138396,3646,4368,3388
7698,3692,4517,836,120637,34532,3102,1127,2991,3627,160440
7700,127319,6335,2847,7162,4977,2121,83969,8118,106072,2097
7701,4621,108156,2005,55363,5796,2338,2354,161922,131013,74851
7702,2172,97836,4527,167634,33629,2918,55241,706,5963,193571
48142,707,1137,4663,155064,155892,32011,3431,139717,170399,74916
7570,5872,5796,7573,2991,4005,3984,7569,2989,10,2948
7579,31694,1089,40629,165103,149830,7225,59725,298,162590,85438
7713,8232,46972,65982,3798,3987,304,3102,84601,7181,742
7714,1136,1881,2872,168,369,1606,1860,8458,258,2611
7720,31923,552,4653,1801,94780,4756,72921,25946,594,90403
7728,5646,927,942,1428,412,4263,5675,133645,6049,3516
7730,4033,61348,4029,7326,66427,25827,3007,98361,48045,3845
7742,4056,1247,78116,31658,135436,8609,3795,25898,109569,130578
7743,4079,5390,98122,1244,5688,3500,2259,96283,7340,26504
7749,26743,27776,89427,133879,66943,5428,1976,33683,44657,6631
7753,2259,6631,59549,44399,86960,84374,114670,2307,1290,1244
7756,5152,7986,116529,48649,8977,133365,1275,2068,930,26578
7757,104074,55061,62344,98809,1411,145935,2654,75813,7846,1474
7766,6270,1217,41627,45361,86142,1224,5244,3091,7925,191005
7772,65685,152372,5311,152091,2124,40955,6266,1305,148652,6687
7773,172887,706,6887,1268,3063,1257,88746,95949,55241,98230
7706,6989,64,4273,90600,140850,4800,113862,110102,114670,1035
7707,4489,103543,6750,137345,3101,149380,8641,3436,74275,2356
7812,906,2428,2314,127096,5419,1341,1128,151501,7449,52458
7815,3765,25827,2069,3152,3844,848,8911,31700,4326,3870
7820,7939,3112,98239,96917,7781,92243,180,3688,6664,2557
7826,4117,31522,4802,41571,4916,207,36535,164,8684,52042
7831,7835,7833,7834,7832,2540,6812,8264,140928,7178,942
7833,7835,7831,7834,7832,6812,1135,914,942,83910,2187
7834,7835,7833,7831,6851,71902,5111,412,34532,6837,82378
7839,90353,2940,70159,91622,927,490,4681,6254,36276,2961
7840,5829,466,1408,3731,2530,3196,53453,132796,92192,109569
7843,7176,4622,88812,8604,63179,98623,8380,3111,113350,2618
7845,2292,149612,104017,81132,2656,1209,3810,27837,7306,4035
7879,3851,8827,163653,3855,78544,128366,1958,78160,104069,183197
7882,26900,153408,8138,332,1629,7046,2891,98361,3765,159061
7883,715,7728,412,118814,25906,71999,942,5635,58964,6993
7884,30848,69118,4436,1104,1273,2741,2991,34532,1352,3386
7889,1379,1378,7896,547,51937,116985,4436,3773,5802,106062
7792,46367,128488,3765,8641,1051,90522,6989,2347,48520,185
7802,1947,5347,113348,7175,129657,7450,639,3432,32294,62394
7900,2652,2288,132424,273,1340,5704,33090,37444,3987,96832
7916,1297,95858,5755,116985,4439,6476,149508,6553,3797,33629
7924,7004,867,5563,110501,3265,103865,695,4139,1547,1592
7926,3596,832,1718,4581,39231,1661,2183,5575,3492,3739
7932,7450,639,32294,6367,111817,3606,59018,175,2504,5347
7934,6453,48741,60904,34542,138204,96832,94323,4873,27373,4017
7936,6422,165639,31522,5550,4349,3365,4962,4916,5720,1242
7937,8195,8518,152270,81831,3155,1767,73319,4229,65882,7328
7939,7030,1298,1012,26116,36527,981,90057,5840,8718,3983
7940,4056,5284,5801,113225,7344,3697,1388,1950,34330,25827
7943,77421,118814,96832,136786,3987,867,942,56908,167790,1945
7951,1718,779,6788,322,31223,6803,2186,1245,4956,54259
7976,61628,5818,48394,1961,89028,6319,6975,38798,4527,65882
7896,7889,4709,116985,6383,3763,4406,56607,4147,3737,903
7899,115727,4442,50003,98503,6721,67534,135803,4441,89774,26792
7986,108945,26578,118290,6574,1253,3156,8533,2643,7756,26555
7988,3937,120138,3574,5574,3557,6994,1552,103228,146688,8236
7991,27776,908,1081,4683,5357,3768,1312,2992,6782,63479
8008,412,6750,167790,118814,1307,61350,1230,7023,4035,133645
8010,48638,4239,6235,627,3189,7285,3986,6650,2103,2687
8012,106062,6436,6951,117444,6344,6751,74789,65882,128366,7698
8015,631,2327,112290,2161,885,2797,6350,7045,5994,2804
8019,34143,2160,31737,902,57274,45730,5016,540,3587,4393
8024,2303,7083,3774,101531,45028,73023,1893,40819,4181,3688
8035,51540,1661,481,8236,22,3863,4957,2227,6809,2178
8043,391,61628,87304,6650,31309,6668,915,97188,5909,971
8044,31522,41571,4826,4916,4117,1927,4349,8684,3519,3378
8290,96417,133798,26947,886,6994,61401,88235,27904,6055,88515
7981,48516,7344,4086,52831,715,2347,26612,90405,32029,93193
7984,66097,2,4847,5356,101025,74095,127096,2053,8477,55729
8025,2590,1807,80124,7169,106062,6342,61628,118166,132660,3480
8093,27397,88593,146682,90384,72178,3606,140627,6417,96114,45062
8117,52241,159441,55259,8362,31101,82767,1473,7012,3391,27426
8119,65685,40955,148652,6013,152091,4589,4994,2124,133780,5311
8128,5011,7303,38886,65216,8601,160422,73290,68157,1163,52952
8132,4717,167634,58627,2918,167790,2395,4727,7285,2172,93510
8136,1061,141004,3688,7810,6990,115727,107951,33090,72226,5372
8137,6836,98361,48780,2180,2668,27664,3763,50842,74580,4689
8142,33132,175585,4572,7175,8461,284,137345,876,6022,2307
8143,136355,4970,3306,34018,5309,180985,112556,2383,176621,7316
8147,1921,6374,1187,55553,324,146684,26554,1037,8477,107846
8153,179133,5283,26150,6902,2474,97285,150254,1187,39449,4558
8154,1060,102125,74754,5810,7566,312,3186,41014,33639,94661
8157,2885,5618,1331,4229,27722,1014,89028,4517,92674,8609
8057,149380,4035,45969,3765,1870,96917,106785,4342,6159,7037
8125,427,4263,5646,412,133645,118814,942,80864,78116,7728
8092,273,1340,1278,141004,2651,2652,37444,5543,97172,10
8126,26386,54785,97921,53161,7982,2995,2856,4874,6663,931
8195,152270,73319,7937,3155,6593,8518,81831,54,4784,65882
8196,1093,6554,55444,105197,1081,38304,3060,43,970,4794
8197,8684,118702,4916,41571,4117,31522,5011,4826,41828,50068
8225,80846,45662,968,7930,103685,154065,7072,4876,1655,5784
8228,913,47950,4925,5442,172875,53022,3141,25947,94011,2110
8235,2567,133645,5505,1215,87197,2896,26741,909,26810,26778
8236,481,22,88515,7362,3445,1991,3849,3863,3238,51540
8254,6324,54780,7023,2174,1841,2504,139747,129657,4489,62511
8261,25906,105835,54281,4263,4300,30890,7008,67087,92760,8376
8264,5415,3112,60397,96917,7831,1648,2432,1397,176415,65882
8266,3773,3774,470,6705,6554,1035,1659,1103,6182,1379
8268,2774,128,3857,3756,32058,3900,121253,30707,67799,605
8183,49961,5802,45658,2590,116413,71899,5818,132660,26965,106062
8238,5980,8840,3832,84246,2856,74916,633,5847,1078,74154
8191,1949,58154,142509,28,6201,39427,4427,5102,126142,25898
8239,77421,26662,26147,450,4260,3350,7012,96832,141810,8362
8335,71438,6944,100810,6202,7781,505,96917,4990,3252,6650
8336,5896,71899,108078,2590,5802,106062,94405,2546,1474,3824
8338,6993,3528,161922,167790,38798,7702,3587,4168,1945,62344
8341,709,1951,2590,106062,133802,71899,94985,132660,6241,4681
8360,53121,78637,4306,108078,52967,314,64249,61628,278,96917
8361,7450,3606,639,2504,32294,4489,111817,59018,129657,6367
8366,125916,98230,1380,79134,69685,55241,168712,193571,95949,2469
8368,5816,4896,40815,81834,4077,4498,69844,54001,1117,116977
8369,136958,7362,146688,8236,1661,481,8831,5630,6528,5506
8371,94864,4785,104243,103042,6882,128360,3300,3745,193583,3802
8372,55241,40581,4888,193571,1268,98230,46337,95949,2694,172887
8373,2346,6159,7846,4035,8094,412,27523,2026,7306,25827
8376,55241,49961,1257,3150,7340,69685,2546,54281,193571,98230
8327,96917,112290,171811,6687,2743,69712,82767,132424,2132,50445
8331,6036,3832,5444,2288,97172,87,6287,611,6650,5664
8387,26985,7344,170,2174,44731,4572,55036,84844,65037,7127
8402,69685,55241,6153,706,1268,161922,98230,193571,95949,7340
8405,184721,27124,26819,103219,1456,3221,8848,3502,4074,5801
8410,25827,3671,61986,83374,848,7312,4326,8911,55282,134158
8425,164917,469,5288,42740,99636,49286,380,48214,4297,7560
8427,4042,5448,42418,58103,172591,51357,1256,4083,179813,1453
8446,6333,90471,4149,5312,1101,775,2028,4164,95761,6267
8450,4259,2247,167790,73290,1194,6643,182793,78893,65685,4625
8451,55241,706,49910,193571,167634,6890,1268,93790,2469,134847
8454,1514,1961,61628,55272,5818,3894,8911,2385,5577,31700
8459,91628,6881,32294,6324,173205,78116,7450,7023,4489,160836
8461,49772,97950,82767,158783,2570,6009,55259,81018,26743,81786
8462,33132,4299,496,3358,104337,179815,471,454,127323,3442
8464,45728,7217,106100,49347,168632,144210,1255,952,3286,159
8465,167790,3306,942,118814,932,3528,3307,4263,5321,92
8380,33639,119964,8609,6162,4410,47793,1992,2654,147378,2618
8385,131130,6816,159061,26554,5564,44972,1593,4914,3566,216
8491,3769,6022,94985,101741,1179,4043,93598,149612,26965,87785
8492,1099,95839,107013,72294,126088,147376,2083,539,514,27584
8493,27816,31522,4117,41828,4916,8684,2202,41571,3836,1253
8495,5954,4608,4961,6055,5786,5633,60293,95761,6244,5666
8501,50445,2227,3849,715,6858,107,5267,4520,5856,3691
8506,103042,27674,74789,3627,1117,27689,5424,2475,65601,82378
8507,136355,7482,4658,3306,115680,1211,74685,813,34018,4477
8512,61348,89904,4639,2770,44943,61132,44773,109968,3858,134783
8518,118814,8609,1175,159193,412,8575,4263,87413,391,715
8521,7208,92,1291,3052,102,2159,84601,39427,1945,1340
8528,55292,129250,51088,6583,102720,94833,706,163056,34321,944
8529,3987,32515,1427,4053,2618,1729,26308,75816,39231,5625
8481,1163,3569,1412,5358,112290,86290,1959,138702,6415,5460
8484,26073,5240,3197,52831,26048,9008,132362,118166,7344,4056
8535,8714,86298,26791,4174,61323,26359,4276,7822,7614,6358
8542,1964,8378,6196,63072,58078,131104,2384,6464,2347,1103
8571,190,3431,4126,74916,269,155892,707,33145,4663,6203
8578,63033,3844,8121,314,2202,6731,153408,5468,2512,102070
8580,118997,172793,58347,175397,2324,1022,56152,44204,7444,74
8581,92259,2040,68848,148626,170,6979,72554,74677,73290,140715
8582,2925,86290,363,893,6415,4116,3007,142372,4384,3569
8588,6810,7067,8424,282,412,58964,715,7728,94777,105355
8591,127212,6270,4396,52328,133115,1590,37386,173307,5171,5608
8593,85020,1055,142196,2068,99005,3747,44731,31420,183611,628
8920,3014,25996,8057,148592,6856,2670,159069,118924,90528,128975
8604,4622,77881,1053,104245,31445,88812,3362,118862,8605,7176
8605,7344,1752,1352,876,4502,36850,111,277,2399,3702
8607,142422,514,111113,5874,7041,189,27584,317,91414,26523
8609,118814,8575,391,1175,4260,715,109853,8611,1441,62344
8677,4941,60516,2408,86320,93610,4526,4813,6264,1373,5323
8531,60760,4975,2310,799,88235,3370,45062,586,6548,6298
8533,4117,31522,36535,41571,118702,92234,4727,4802,527,55253
8626,6374,46367,1322,1474,7366,89028,55112,3587,3707,282
8632,57669,77421,160341,77881,64957,55245,40491,49286,1051,4316
8636,52722,110553,5349,95510,6631,1821,2259,1290,53129,5802
8638,100714,97328,2149,113350,61628,7308,1923,169,2546,8008
8640,159976,27830,101025,56915,6692,4852,96964,5103,2861,130976
8643,182731,63239,8869,2172,167634,706,2469,119068,193571,2144
8644,158238,114847,107338,4086,26701,78,3937,8865,107723,118290
8645,6898,26696,3295,131578,6244,4262,6853,6650,4239,4174
8650,3787,51167,61628,71438,89774,5909,26578,858,3986,6650
8665,91535,5418,54286,140711,8362,96832,6734,45062,3224,7012
8667,3331,115617,388,92954,1885,2394,1235,3325,47970,1627
8614,80858,2353,4522,4994,8338,2346,73881,1955,25834,109191
8622,58191,9018,44943,2064,1827,48883,62437,4977,5954,37720
8617,167790,118814,4263,3528,942,151317,5299,2067,4687,6006
8623,3330,118814,1277,1175,391,4229,158966,41285,63992,7255
8795,40723,547,41627,86628,38294,7925,8138,110,144976,75813
8798,4228,448,1696,461,135436,2395,6789,31590,6774,49130
8799,74698,7037,4054,40148,60397,2329,70301,737,166203,4
8807,283,88954,59022,159077,3694,5569,105213,1904,1922,3052
8808,55259,159441,113604,82767,52241,8362,114670,3391,58876,1244
8813,95313,7340,2350,4325,3740,2961,3106,2468,30898,2766
8814,438,6870,5106,3536,114670,26704,116985,3169,128838,6536
8830,6899,50440,6303,4517,4526,2288,4689,1966,54785,77421
8782,466,2798,2060,108156,2363,115617,706,7285,179401,160954
8784,115170,128736,4770,126577,89028,75,5818,108078,61628,301
8827,163653,86377,78160,128914,183197,7879,136469,182749,44851,104069
8838,3870,3888,80363,8911,1209,25827,5896,6851,142558,96691
8844,61348,2488,8057,6415,86290,7730,3908,3671,4035,57368
8861,96691,80363,55232,82095,8838,118290,72591,292,99574,4042
8864,107702,2861,56156,4232,165139,85438,1060,5573,4499,4517
8865,7450,3400,51931,639,32294,3272,59018,6055,43908,111817
8866,41285,138204,1086,110553,3489,58998,3243,95510,911,74089
8869,7169,440,103339,182731,58291,1459,1047,4527,881,108156
8870,61628,2590,6436,90353,1807,26258,216,5575,189043,132660
8875,1733,103219,4354,65130,173751,1958,6720,81788,2132,78116
8879,177763,4212,175569,5297,942,37477,5442,7007,8910,43912
8894,104272,1387,169,2681,97024,165639,8236,110102,4429,22
8905,84240,84156,171891,8361,5618,7285,4489,51698,95543,4916
8906,133832,59018,160836,4489,27006,3587,656,6324,91628,7450
8907,1389,4124,1387,2978,52,158528,56915,48414,835,5485
8835,3758,81791,2435,72694,40826,3350,170945,7439,539,1054
8836,1593,58078,56908,113350,147002,1305,26743,5673,104863,77421
8918,611,140289,6650,391,156371,1841,100810,4644,122092,8188
8919,55241,118814,70641,98230,4374,95309,2546,6887,2469,95949
8928,40723,8253,5025,4181,92348,5254,109848,747,31123,1945
8934,34530,3969,111320,33639,867,1285,3536,116985,55245,5258
8938,93114,74789,3760,2290,6368,7789,388,169034,136654,2674
